"Lote:.2 -<font color='#4169E1'  size='4'> APLICADOR TIPO PISTOLA PARA  COLA QUENTE, 220 V, BASTAO DE SI  LICONE FINO, MEDIDAS APROX1MA-  DAS: 7MMX300MM.</font> Marca:   GATTE - Estoque: 4.00000000",14.200000,2.00000000,28.400000
"Lote:.4 -<font color='#4169E1'  size='4'>BALOES (BEXIGA) EM LATEX, TAMA-  NHO N° 7, CORES DIVERSAS, PACO  TES COM 50 UNIDADES. AS CORES DE-  VERAO SER ENVI ADAS DE ACORDO  COM O PEDIDO DO ALMOXAR1FADO,  MEDIANTE AUTORIZAQAO DE FOR-  NECIMENTO.</font> Marca:   FESTBALL - Estoque: 0.00000000",7.450000,100.00000000,745.000000
"Lote:.16 -<font color='#4169E1'  size='4'>CADERNO GRANDE CAPA DURA  COM ESPIRAL, 15 MATER1AS, 240 FOLHAS.</font> Marca:  ASTRAL - Estoque: 0.00000000",19.700000,20.00000000,394.000000
"Lote:.21 -<font color='#4169E1'  size='4'>CAIXA ORGANIZADORA DESMONTA-  VEL, COM TAMPA, MATERIAL PLAS-  TICO, TAMANHO GRANDE, CAPACI-  DADE MAXIMA 30 LITROS, COR  BRANCA OU PRETA.</font> Marca:  POLIBRAS - Estoque: 25.00000000",31.200000,15.00000000,468.000000
"Lote:.22 -<font color='#4169E1'  size='4'>CAIXA ORGANIZADORA DESMONTA-  VEL, COM TAMPA, MATERIAL PLAS-  TICO, TAMANHO MEDIA, CAPACI-  DADE MINIMA 16,5 LITROS, COR  BRANCA OU PRETA.</font> Marca:   POLIBRAS - Estoque: 25.00000000",27.600000,15.00000000,414.000000
"Lote:.27 -<font color='#4169E1'  size='4'>CANETA MARCADORA PARA  CD/DVD 1.0 MM COR PRETA SECA-  GEM RAPIDA RESISTENTE A AGUA E  UMIDADE.</font> Marca:   BRW - Estoque: 16.00000000",7.400000,10.00000000,74.000000
"Lote:.28 -<font color='#4169E1'  size='4'>CANETA MARCA-TEXTO, MATERIAL  PLASTICO, TIPO PONTA CHANFRADA,  COR FLUORESCENTE DIVERSAS,  TINTA SUPERFLUORESCENTE E COR  VIVA PARA SUBL1NHAR E DESTACAR,  ESPESSURA DOS TRACOS1MM PARA  SUBLINHAR 4 MM PARA DESTACAR  DE QUALIDADE IGUAL OU SUPERIOR  A MARCA PILOTO.</font> Marca:  MASTER PRINT - Estoque: 140.00000000",1.700000,60.00000000,102.000000
"Lote:.29 -<font color='#4169E1'  size='4'> CLIPS PARA PAPEIS - TAMANHO: 2/0;  MATERIA PRIMA: AQO; ACABA-  MENTO: NIQUELADO; TIPO: CONVEN-  CIONAL; CAIXA PEQUENA COM 100  UNIDADES.</font> Marca:  CHAPARRAU - Estoque: 150.00000000",2.500000,50.00000000,125.000000
"Lote:.30 -<font color='#4169E1'  size='4'>CLIPS PARA PAPEIS - TAMANHO: 3/0 ;  MATERIA PRIMA: AQO; ACABA-  MENTO: NIQUELADO; TIPO: CONVEN-  CIONAL; CAIXA PEQUENA COM 100  UNIDADES.</font> Marca:  CHAPARRAU - Estoque: 150.00000000",2.200000,50.00000000,110.000000
"Lote:.31 -<font color='#4169E1'  size='4'> CLIPS PARA PAPEIS - TAMANHO: 6/0;  MATERIA PRIMA: AQO; ACABA MENTO: NIQUELADO; TIPO: CONVEN CIONAL; CAIXA PEQUENA COM 50  UNIDADES.</font> Marca:  CHAPARRAU - Estoque: 170.00000000",2.800000,30.00000000,84.000000
